Magazijn,Artikel,Artikelomschrijving,Magazijnlocatie,ABC-teken,Vestiging,Artikelsoort,Goederengroep,Goed.groep omschr.
2301,1481054,AFSL. KOGEL TYCO DN50 F190 LUCHTBED. EW,BF01-2,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481054,AFSL. KOGEL TYCO DN50 F190 LUCHTBED. EW,BF01-2,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481054,AFSL. KOGEL TYCO DN50 F190 LUCHTBED. EW,BF01-2,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481056,AFSL. KOGEL TYCO DN15 F170 LUCHTBED. DW,BF01-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481053,MOT-L ATLAS COPCO LZB22R A036-11 PEX,2_029-03-6,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481052,V- AFDICHTING PEX ID:01060200,2_029-01-3,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481061,CILINDER METSO,2_065-01-1,,NRNX,Z00B,PM0390,Mech. Onderdelen
2301,1481059,VERWARMINGSPLAAT PEX ID:20200124,2_029-01-7,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481060,REP. PEX FIBER ANALYZER,2_029-01-6,,NRNX,Z00B,PM0390,Mech. Onderdelen
2301,1481058,EINDSCHAKELAAR PEX ID: 03010420,2_029-01-2,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481057,DROOGELEMENT PEX ID:20200040.1,2_029-02-6,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481062,BOVENLENS PEX ID:21350120.1.,2_029-06-3,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481065,ENCODER SICK P510-P510A0WDB000,3_038-04-3,,NRNX,Z00B,PM0270,Mech. Aandrijving
2301,1481065,ENCODER SICK P510-P510A0WDB000,3_038-04-3,,NRNX,Z00B,PM0270,Mech. Aandrijving
2301,1481062,BOVENLENS PEX ID:21350120.1.,2_029-06-3,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481066,RUBBER TBV VOERTOUWAANDRIJFWIEL 285X200,R16-1,,NRNX,Z00B,PM0270,Mech. Aandrijving
2301,1481063,LAMP HALOGEEN 12V50W 55°/FNV/C PEX,2_029-05-3,,NRNX,Z00B,PM0060,Verlichtingsapp.
2301,1481064,TERUGSLAGKLEP KYTOLA B R1/4 RVS TBV PEX,2_035-05-4,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481065,ENCODER SICK P510-P510A0WDB000,3_038-04-3,,NRNX,Z00B,PM0270,Mech. Aandrijving
2301,1481065,ENCODER SICK P510-P510A0WDB000,3_038-04-3,,NRNX,Z00B,PM0270,Mech. Aandrijving
2301,1481062,BOVENLENS PEX ID:21350120.1.,2_029-06-3,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481062,BOVENLENS PEX ID:21350120.1.,2_029-06-3,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481069,FILTERELEMENT RX-A-10919,R12-6,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481067,BINNENKOOI RINGO VALVE PV-271,3_021-06-1,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481070,VEILIGHEIDSPET MET LOGO,3_096-03-1,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481073,HANDSCHOEN TEGERA 8845 MAAT 11,LA 01-05,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481068,HANDSCHOEN TEGERA 8845 MAAT 9,LA 01-03,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481078,TAPE PVC BREED 50MM BRUIN,AA03-3,,NRNX,Z00D,MM2095,Verpakkingsmateriaal
2301,1481077,TAPE BREED 38MM ECO15,AA02-1,,NRNX,Z00D,MM2095,Verpakkingsmateriaal
2301,1481075,SILICONENSPRAY FORMAT A 400 ML,KAST 001,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481076,SILICONENKIT TRANSPARANT,LA 05-03,,NRNX,Z00D,MM2005,Lijm
2301,1481074,HANDSCHOEN TEGERA 8845 MAAT 10,LA 01-04,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481079,TAPE ENKELZ. BREED 38MM L=66M,AA02-1,,NRNX,Z00D,MM2095,Verpakkingsmateriaal
2301,1481083,"ABSORBIT MAT  50X40X0,4CM",AA07-2,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481082,BEZEMSTEEL 30X1700MM WIT HOUT,BALIE-2,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481080,ZIPPY BLAUW + SMURFIT WESTROCK LOGO,AA03-1,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481081,BEZEM VERO 410X80MM.,1_076-03-1,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481085,ABSORBIT SLANG 300X8CM,AA07-3,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481086,"ABSORBIT ROL 44X96X0,4CM",AA07-1,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481088,LOCTITE ACTIVATOR SF 7452 AE25ML FR,KAST 001,,NRNX,Z00D,MM2005,Lijm
2301,1481084,"ABSORBIT SLANG 122X7,5CM(20ST PER DOOS)",AA06-2,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481087,AFZETBAND ROOD/WIT,LA 04-04,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481090,VEILIGHEIDSHESJE GEEL EEEEL,3_096-01-1,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481089,VEILIGHEIDSHESJES GEEL EL,3_096-02-1,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481093,NAGELBORSTEL,1_076-02-3,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481092,HANGSLOT ABUS MESSING 60MM,LA 10-06,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481091,HANGSLOT ABUS MESSING 40MM,LA 10-06,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481094,JERRYCAN PLASTIC 20L,BALIE-2,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481097,BORSTEL WERK UNION,1_076-02-1,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481098,DWEIL 600X700MM GRIJS NR.2,LA 04-01,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481096,STOFFER  PAARDEHAAR,1_076-02-2,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481095,BOUWEMMER 12L ZWART KUNSTSTOF,BALIE-2,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481099,SPONS ENKA BLOK Z,LA 01-04,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481102,LOCTITE 542 HYDRAULIC SEALANT 10ML,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481100,LIJMTUBE BISON-TIX 110ML NR.10,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481103,LOCTITE 7031 QUICK CLEAN 150ML,KAST 001,,NRNX,Z00D,MM2005,Lijm
2301,1481101,LOCTITE 2701 STUDLOCK 5ML,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481104,LOCTITE ACTIVATOR SF7649 150ML,KAST 001,,NRNX,Z00D,MM2005,Lijm
2301,1481107,LOCTITE 638 STRENGTH RETAINER 50ML,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481108,LOCTITE 641 BEARING FIT 50ML,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481105,LOCTITE 573 FLANGE SEALANT 250ML,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481106,LOCTITE 577 SCHROEFDRAADAFDICHTING 50ML,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481112,LOCTITE IS 401 FLESJE 5GRAM,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481109,LOCTITE 222 SCREWLOCK 10ML,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481113,BEZEM ZACHT HAAR 40CM,1_076-04-1,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481110,LOCTITE 243 NUTLOCK 50 ML,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481111,LOCTITE 326 STRUCTURAL ADHESIVE 50ML,LA 09-01,,NRNX,Z00D,MM2005,Lijm
2301,1481117,HANDSCHOEN NEOX 9-924 CHEM.BESTENDIG,LA 02-04,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481114,"TAPE COROPLAST PVC 1000X100X0,15MM",LA 05-01,,NRNX,Z00D,MM2095,Verpakkingsmateriaal
2301,1481118,HANDSCHOEN SOLVEX 37-695 CHEM. BESTENDIG,LA 02-04,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481115,POETSDOEK WIT 42X35CM,AA08-2,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481116,OVERALL WEGWERP CPF-1 GEEL MAAT EL,BALIE-2,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481123,GEHOORBESCHERMER CABO-FLEX,LA 03-04,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481120,VEILIGHEIDSBRIL RUSH BOLLE + FOAM,LA 03-05,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481119,VEILIGHEIDSBRIL GOGGLE ULTRA CA BLANK AD,LA 03-05,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481121,GELAATSCHERM PERFORAMA COMPL. 3-DELIG,BALIE-2,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481122,GEHOORBESCHERMER PELTOR H540A,LA 06-04,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481124,AFZETBAND GEEL/ZWART,LA 03-03,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481127,ONTVETTER TRISTAR SCHOONMAKEN KAL.,OMAG011,,NRNX,Z00D,PM0255,Smeermiddelen
2301,1481126,FOAMCLEAN SCHOONMAKEN TFT BEELDSCHERMEN,KAST 001,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481125,HELM PETZL VERTEX VENT WIT,BALIE-2,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481128,VUILNISZAK BLAUW 70X110X70 (INH.ROL=20),BALIE-2,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481131,FILTERZAK ELMOMET 120/1995 AS-SILO K62,R11-6,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481129,PLASTIC ROL 100 6X50M TRANSPARANT,AA02-2,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481132,FILTERZAK GORE-TEX 127 X 4900 SB,AA08-2,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481130,SPROEIREINIGER HOCHEMA PC75,CHEM.OPSLA,,NRNX,Z00B,PM0390,Mech. Onderdelen
2301,1481133,FILTERZAK HAYWARD GUAR INSTALLATIE PM1,R12-6,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481135,AFSL. VLINDER NAF DN100 LUCHTBED. DW,BE04-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481138,FILTERZAK SEGMENT RCF + FOI6,BKD,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481137,KOPLABEL PM1,AB01-5,,NRNX,Z00D,MM2095,Verpakkingsmateriaal
2301,1481135,AFSL. VLINDER NAF DN100 LUCHTBED. DW,BE04-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481135,AFSL. VLINDER NAF DN100 LUCHTBED. DW,BE04-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481135,AFSL. VLINDER NAF DN100 LUCHTBED. DW,BE04-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481139,FILTERZAK SEGMENT HEDEMORA PM2,BKD,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481136,KOKER-BARCODELABEL 99X74MM ZELFKLEVEND,AA03-1,,NRNX,Z00D,MM2095,Verpakkingsmateriaal
2301,1481141,SCHRAAPMES PM1 COMBIFASER 2C 9250X50,PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481142,SCHRAAPMES PM1 COMBIFASER 2C 9370X75,PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481145,SCHRAAPMES PM1 POLICLOUTH SUPER 845X75,PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481143,SCHRAAPMES PM1 COMBIFASER 2C 9350X50,PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481140,FILTERZAK SEGMENT PM1,BKD,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481146,SCHRAAPMES PM1 SPEZIALSTAHL 8640X100 KAL,PM1,,NRNX,Z00B,PM0480,Rond- +Dwarsmes PaMa
2301,1481148,SCHRAAPMES PM1 POLICLOUTH SUPER 8910X150,PM1,,NRNX,Z00B,PM0480,Rond- +Dwarsmes PaMa
2301,1481149,SCHRAAPMES PM1 POLICLOUTH SUPER 8910X175,PM1,,NRNX,Z00B,PM0480,Rond- +Dwarsmes PaMa
2301,1481150,SCHRAAPMES PM1 POLICLOUTH SUPER 8910X200,PM1,,NRNX,Z00B,PM0480,Rond- +Dwarsmes PaMa
2301,1481147,SCHRAAPMES PM1 COMBIFASER T250/100 KAL,PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481153,SCHRAAPMES PM1 POLICLOUTH SUPER 9410X75,PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481155,SCHRAAPMES PM1 COMBIFASER 6C OPROLLER,PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481151,"SCHRAAPMES PM1 CLOUTH BLAU 9260X75X1,5",PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481154,SCHRAAPMES PM1 COMBIFASER 6C 4E PERS,PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481152,SCHRAAPMES PM1 POLICLOUTH SUPER 9260X75,PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481156,"SCHRAAPMES PM1 AS SCHWARZ 9200X50X5,0",PM1,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481157,"SCHRAAPMES GT306 3200X75X2,8 SLIPSCHR.",M03-3,,NRNX,Z00B,PM0480,Rond- +Dwarsmes PaMa
2301,1481164,ZEEFDOEK 3100X13150MM ONTW.TAFEL CLIP,BC02-1,,NRNX,Z00D,MM0400,Machinebekleding
2301,1481158,SCHRAAPMES VOITH 36X134 L=9690,A04-2,,NRNX,Z00B,PM0480,Rond- +Dwarsmes PaMa
2301,1481160,"ZEEFDOEK 10,8X6,25M GRAVITY DECKER PM1",ENG.HAL,,NRNX,Z00D,MM0400,Machinebekleding
2301,1481165,"ZEEFKORF  VOITH 0,25 VERT.STI. VSI8/8E",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481166,"ZEEFKORF VOITH 25-0,30 VERT.STI. VSI25/1",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481165,"ZEEFKORF  VOITH 0,25 VERT.STI. VSI8/8E",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481165,"ZEEFKORF  VOITH 0,25 VERT.STI. VSI8/8E",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481165,"ZEEFKORF  VOITH 0,25 VERT.STI. VSI8/8E",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481166,"ZEEFKORF VOITH 25-0,30 VERT.STI. VSI25/1",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481167,MOT-R. SEW FA87 GDRS180S4 15KW N=85,BQ06-3,,NRNX,Z00B,PM0110,Elec.Motors&Onderd
2301,1481167,MOT-R. SEW FA87 GDRS180S4 15KW N=85,BQ06-3,,NRNX,Z00B,PM0110,Elec.Motors&Onderd
2301,1481168,"BUIS GLAS AIR FROHLICH Ø24X 0,8 L=1450MM",F10-6,,NRNX,Z00B,PM0390,Mech. Onderdelen
2301,1481169,"BUIS GLAS AIR FROHLICH Ø22X 0,8 L=300MM",F10-6,,NRNX,Z00B,PM0390,Mech. Onderdelen
2301,1481167,MOT-R. SEW FA87 GDRS180S4 15KW N=85,BQ06-3,,NRNX,Z00B,PM0110,Elec.Motors&Onderd
2301,1481167,MOT-R. SEW FA87 GDRS180S4 15KW N=85,BQ06-3,,NRNX,Z00B,PM0110,Elec.Motors&Onderd
2301,1481166,"ZEEFKORF VOITH 25-0,30 VERT.STI. VSI25/1",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481166,"ZEEFKORF VOITH 25-0,30 VERT.STI. VSI25/1",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481173,LAMP PL-C 18W/830/2P,2_097-04-1,,NRNX,Z00B,PM0060,Verlichtingsapp.
2301,1481170,KEGELSTOP AIR FROHLICH Ø19/24 L=25MM,F10-6,,NRNX,Z00B,PM0390,Mech. Onderdelen
2301,1481174,NAD.SCHAK. BALLUFF  BES 516-105-SA1,3_012-01-3,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481171,DRAADSTIFT AEG RVP 05970402 MCC-LADE,1_075-06-7,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481172,BELASTINGMONITOR EMOTRON ELFI M20 3X690V,2_014-06-1,,NRNX,Z00B,PM0110,Elec.Motors&Onderd
2301,1481179,ZEEF JYLHAVAARA ROTORZEEF JS150S2,FOF80,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481181,"[Q] ZEEFKORF VOITH VSI18/19E-0,30 1E TRA",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481179,ZEEF JYLHAVAARA ROTORZEEF JS150S2,FOF80,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481181,"[Q] ZEEFKORF VOITH VSI18/19E-0,30 1E TRA",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481181,"[Q] ZEEFKORF VOITH VSI18/19E-0,30 1E TRA",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481181,"[Q] ZEEFKORF VOITH VSI18/19E-0,30 1E TRA",TMP A/B,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481175,PRINT FIREYE 70D41,1_134-06-6,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481179,ZEEF JYLHAVAARA ROTORZEEF JS150S2,FOF80,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481179,ZEEF JYLHAVAARA ROTORZEEF JS150S2,FOF80,,NRNX,Z00B,PM0190,Filter apparatuur
2301,1481178,REFINERPLAAT DISPERGEERDER FOI 6,FOF080,,NRNX,Z00B,PM0640,Papiermach. Specifi
2301,1481183,HANDSCHOEN ROSTAING BLACKTACTIL MAAT 10,LA 08-01,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481184,HANDSCHOEN LAS REDWELDER MAAT 10,LA 02-05,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481188,HANDSCHOEN MALIENCOLDER RECHTS MAAT L,1_035-04-3,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481185,HANDSCHOEN POLYSAFE 35CM MAAT 10,1_035-01-2,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481186,HANDSCHOEN MALIENCOLDER RECHTS MAAT M,1_035-04-1,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481187,GEHOORBESCHERMER TBV HELM PELTOR H540P3E,LA 05-02,,NRNX,Z00B,MM0780,Veiligheidsartikelen
2301,1481192,LAGERHUIS SKF PDNB 313  K62,BS04-5,,NRNX,Z00B,PM0350,Lager en accessoire
2301,1481192,LAGERHUIS SKF PDNB 313  K62,BS04-5,,NRNX,Z00B,PM0350,Lager en accessoire
2301,1481193,PAKK. DIAMOND POWER 351181-010A,3_023-02-1,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481189,KETTINGWIEL SET RAUMASTER K62 322691,BS04-5,,NRNX,Z00B,PM0370,Transp.Riem+Ketting
2301,1481190,KETTINGWIEL RAUMASTER K62 226051,BS04-5,,NRNX,Z00B,PM0370,Transp.Riem+Ketting
2301,1481191,KETTINGWIEL RAUMASTER K62 226052,BS04-5,,NRNX,Z00B,PM0370,Transp.Riem+Ketting
2301,1481192,LAGERHUIS SKF PDNB 313  K62,BS04-5,,NRNX,Z00B,PM0350,Lager en accessoire
2301,1481192,LAGERHUIS SKF PDNB 313  K62,BS04-5,,NRNX,Z00B,PM0350,Lager en accessoire
2301,1481196,PRINT HONEYWELL UI2 ST/N/03,1_122-02-6,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481200,PRINT HONEYWELL UIX/XST/N/02,1_122-02-5,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481196,PRINT HONEYWELL UI2 ST/N/03,1_122-02-6,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481200,PRINT HONEYWELL UIX/XST/N/02,1_122-02-5,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481201,PRINT HONEYWELL UIX/XIO/N/02,1_122-02-8,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481201,PRINT HONEYWELL UIX/XIO/N/02,1_122-02-8,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481201,PRINT HONEYWELL UIX/XIO/N/02,1_122-02-8,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481201,PRINT HONEYWELL UIX/XIO/N/02,1_122-02-8,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481194,NOODSTOP PLC BASISMODULE PILZ PNOZ M1P,2_105-08-2,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481195,NOODSTOP PLC INGANGMODULE PILZ PNOZ MI1P,2_105-08-3,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481196,PRINT HONEYWELL UI2 ST/N/03,1_122-02-6,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481200,PRINT HONEYWELL UIX/XST/N/02,1_122-02-5,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481196,PRINT HONEYWELL UI2 ST/N/03,1_122-02-6,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481200,PRINT HONEYWELL UIX/XST/N/02,1_122-02-5,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481206,AFSL. VLINDER NELES DN100 LUCHTBED. EW,BE06-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481205,AFSL. KOGEL NELES DN100 LUCHTBED. DW,BG03-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481206,AFSL. VLINDER NELES DN100 LUCHTBED. EW,BE06-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481204,BARCODEPRINTER IMAJE COMPACT4,2_083-04-2,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481204,BARCODEPRINTER IMAJE COMPACT4,2_083-04-2,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481205,AFSL. KOGEL NELES DN100 LUCHTBED. DW,BG03-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481203,BARCODESCANNER INTERMEC ST1800VT,2_083-05-2,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481204,BARCODEPRINTER IMAJE COMPACT4,2_083-04-2,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481204,BARCODEPRINTER IMAJE COMPACT4,2_083-04-2,,NRNX,Z00B,PM0040,Electronische Comp.
2301,1481208,VOERING SPIROLINER U500 HORIZONTALE SCHR,BB01-2,,NRNX,Z00B,PM0370,Transp.Riem+Ketting
2301,1481205,AFSL. KOGEL NELES DN100 LUCHTBED. DW,BG03-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481205,AFSL. KOGEL NELES DN100 LUCHTBED. DW,BG03-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481206,AFSL. VLINDER NELES DN100 LUCHTBED. EW,BE06-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481206,AFSL. VLINDER NELES DN100 LUCHTBED. EW,BE06-3,,NRNX,Z00B,PM0200,Afsluiter en kraan
2301,1481211,PAKKING HUIS SPIRAC KAZ87 C/W K62,BS03-5,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481211,PAKKING HUIS SPIRAC KAZ87 C/W K62,BS03-5,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481213,HYDR.CIL REXROTH CDM1-MP5/160/90-1200A1X,K01-3,,NRNX,Z00B,PM0170,Hydraulische App.
2301,1481213,HYDR.CIL REXROTH CDM1-MP5/160/90-1200A1X,K01-3,,NRNX,Z00B,PM0170,Hydraulische App.
2301,1481210,PAKKING HUIS SPIRAC KAZ97 C/W K62,BS03-5,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481210,PAKKING HUIS SPIRAC KAZ97 C/W K62,BS03-5,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481209,SCHAAL SPIROLINER OK500 VERTIKALE SCHR.,BB01-1,,NRNX,Z00B,PM0370,Transp.Riem+Ketting
2301,1481213,HYDR.CIL REXROTH CDM1-MP5/160/90-1200A1X,K01-3,,NRNX,Z00B,PM0170,Hydraulische App.
2301,1481213,HYDR.CIL REXROTH CDM1-MP5/160/90-1200A1X,K01-3,,NRNX,Z00B,PM0170,Hydraulische App.
2301,1481210,PAKKING HUIS SPIRAC KAZ97 C/W K62,BS03-5,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481210,PAKKING HUIS SPIRAC KAZ97 C/W K62,BS03-5,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481212,"MANGATPAK. TANK (BEHALTER) 1,2,3,4 FOI-6",1_045-07-2,,NRNX,Z00B,PM0390,Mech. Onderdelen
2301,1481211,PAKKING HUIS SPIRAC KAZ87 C/W K62,BS03-5,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481211,PAKKING HUIS SPIRAC KAZ87 C/W K62,BS03-5,,NRNX,Z00B,PM0250,Dichting apparatuur
2301,1481215,HYDR.CIL. DW 100/50 SLAG 200mm,K03-4,,NRNX,Z00B,PM0170,Hydraulische App.
2301,1481216,SPINDEL METSO WORMWIELKAST KP-15-E,G08-5,,NRNX,Z00B,PM0370,Transp.Riem+Ketting
2301,1481216,SPINDEL METSO WORMWIELKAST KP-15-E,G08-5,,NRNX,Z00B,PM0370,Transp.Riem+Ketting
2301,1481215,HYDR.CIL. DW 100/50 SLAG 200mm,K03-4,,NRNX,Z00B,PM0170,Hydraulische App.
2301,1481214,BOUT BINNEN ZESK. M20X70 KWAL.10.9,BP06-3,,NRNX,Z00D,PM0635,Alg.Onderh.Hulpst.
2301,1481218,"SNOER H07BQ-F 5X2,5 MM2",Q02-1,,NRNX,Z00B,PM0050,"Electr. Kabel,goot+a"
2301,1481216,SPINDEL METSO WORMWIELKAST KP-15-E,G08-5,,NRNX,Z00B,PM0370,Transp.Riem+Ketting
2301,1481216,SPINDEL METSO WORMWIELKAST KP-15-E,G08-5,,NRNX,Z00B,PM0370,Transp.Riem+Ketting
2301,1481215,HYDR.CIL. DW 100/50 SLAG 200mm,K03-4,,NRNX,Z00B,PM0170,Hydraulische App.
2301,1481215,HYDR.CIL. DW 100/50 SLAG 200mm,K03-4,,NRNX,Z00B,PM0170,Hydraulische App.
